source,target,weight
P0921,P1161,1
P0921,P1217,1
P0921,P1530,1
P1161,P1839,1
P1530,P1784,1
P1763,P1784,1
P0156,P0338,1
P0156,P0685,1
P0156,P0750,1
P0156,P0938,1
P0156,P1232,1
P0192,P0404,1
P0192,P0750,1
P0192,P0875,1
P0192,P0938,1
P0192,P1232,1
P0192,P1341,1
P0192,P1526,1
P0192,P1802,1
P0338,P0404,1
P0338,P0685,1
P0338,P0750,1
P0338,P0875,1
P0338,P1341,1
P0338,P1526,1
P0338,P1686,1
P0404,P0685,1
P0404,P1232,1
P0404,P1341,1
P0404,P1596,1
P0464,P0875,1
P0685,P0750,1
P0685,P0875,1
P0685,P0938,1
P0685,P1232,1
P0685,P1341,1
P0685,P1526,1
P0685,P1802,1
P0750,P0875,1
P0750,P1232,1
P0750,P1526,1
P0750,P1596,1
P0750,P1802,1
P0807,P1596,1
P0875,P1232,1
P0875,P1596,1
P0875,P1686,1
P0875,P1802,1
P0938,P1232,1
P0938,P1341,1
P0938,P1526,1
P0938,P1686,1
P0938,P1802,1
P1232,P1341,1
P1232,P1526,1
P1232,P1596,1
P1232,P1686,1
P1341,P1802,1
P1526,P1596,1
P1526,P1686,1
P1526,P1802,1
P1596,P1802,1
P1686,P1802,1
P0067,P0165,1
P0067,P0244,1
P0067,P0248,1
P0067,P0371,1
P0067,P0610,1
P0067,P0612,1
P0067,P0669,1
P0067,P0680,1
P0067,P0769,1
P0067,P0922,1
P0067,P1034,1
P0067,P1185,1
P0067,P1193,1
P0067,P1336,1
P0067,P1605,1
P0067,P1722,1
P0067,P1768,1
P0067,P1776,1
P0067,P1779,1
P0165,P0244,1
P0165,P0248,1
P0165,P0371,1
P0165,P0612,1
P0165,P0617,1
P0165,P0669,1
P0165,P0673,1
P0165,P0680,1
P0165,P0962,1
P0165,P1004,1
P0165,P1185,1
P0165,P1336,1
P0165,P1605,1
P0165,P1621,1
P0165,P1722,1
P0165,P1768,1
P0165,P1776,1
P0165,P1779,1
P0244,P0371,1
P0244,P0610,1
P0244,P0669,1
P0244,P0673,1
P0244,P0680,1
P0244,P0769,1
P0244,P1004,1
P0244,P1185,1
P0244,P1193,1
P0244,P1336,1
P0244,P1605,1
P0244,P1621,1
P0244,P1722,1
P0244,P1768,1
P0244,P1776,1
P0248,P0371,1
P0248,P0610,1
P0248,P0617,1
P0248,P0669,1
P0248,P0673,1
P0248,P0680,1
P0248,P0769,1
P0248,P1004,1
P0248,P1605,1
P0248,P1621,1
P0248,P1722,1
P0248,P1768,1
P0248,P1776,1
P0371,P0610,1
P0371,P0612,1
P0371,P0617,1
P0371,P0669,1
P0371,P0673,1
P0371,P0680,1
P0371,P0769,1
P0371,P0922,1
P0371,P0962,1
P0371,P1004,1
P0371,P1034,1
P0371,P1096,1
P0371,P1185,1
P0371,P1193,1
P0371,P1336,1
P0371,P1605,1
P0371,P1621,1
P0371,P1722,1
P0371,P1768,1
P0371,P1776,1
P0610,P0669,1
P0610,P0673,1
P0610,P0680,1
P0610,P0769,1
P0610,P0922,1
P0610,P1004,1
P0610,P1185,1
P0610,P1193,1
P0610,P1336,1
P0610,P1363,1
P0610,P1605,1
P0610,P1621,1
P0610,P1768,1
P0612,P0617,1
P0612,P0669,1
P0612,P0673,1
P0612,P1185,1
P0612,P1193,1
P0612,P1336,1
P0612,P1605,1
P0612,P1621,1
P0612,P1768,1
P0612,P1776,1
P0617,P0669,1
P0617,P0673,1
P0617,P0680,1
P0617,P0769,1
P0617,P0922,1
P0617,P1004,1
P0617,P1185,1
P0617,P1193,1
P0617,P1621,1
P0617,P1722,1
P0617,P1768,1
P0617,P1779,1
P0669,P0673,1
P0669,P0680,1
P0669,P0769,1
P0669,P0922,1
P0669,P0962,1
P0669,P1004,1
P0669,P1034,1
P0669,P1096,1
P0669,P1185,1
P0669,P1193,1
P0669,P1336,1
P0669,P1363,1
P0669,P1605,1
P0669,P1621,1
P0669,P1722,1
P0669,P1768,1
P0669,P1779,1
P0673,P0680,1
P0673,P0769,1
P0673,P1004,1
P0673,P1034,1
P0673,P1096,1
P0673,P1185,1
P0673,P1193,1
P0673,P1336,1
P0673,P1363,1
P0673,P1605,1
P0673,P1722,1
P0673,P1768,1
P0673,P1776,1
P0673,P1779,1
P0680,P0769,1
P0680,P1004,1
P0680,P1096,1
P0680,P1185,1
P0680,P1193,1
P0680,P1336,1
P0680,P1363,1
P0680,P1605,1
P0680,P1621,1
P0680,P1722,1
P0680,P1768,1
P0680,P1776,1
P0680,P1779,1
P0769,P0922,1
P0769,P0962,1
P0769,P1185,1
P0769,P1193,1
P0769,P1336,1
P0769,P1605,1
P0769,P1621,1
P0769,P1722,1
P0769,P1768,1
P0769,P1776,1
P0922,P1004,1
P0922,P1185,1
P0922,P1336,1
P0922,P1605,1
P0922,P1621,1
P0922,P1768,1
P0962,P1004,1
P0962,P1185,1
P0962,P1193,1
P0962,P1336,1
P0962,P1621,1
P0962,P1722,1
P1004,P1034,1
P1004,P1096,1
P1004,P1185,1
P1004,P1193,1
P1004,P1336,1
P1004,P1363,1
P1004,P1605,1
P1004,P1621,1
P1004,P1722,1
P1004,P1768,1
P1004,P1776,1
P1034,P1185,1
P1034,P1193,1
P1034,P1336,1
P1034,P1605,1
P1034,P1621,1
P1096,P1185,1
P1096,P1193,1
P1185,P1363,1
P1185,P1605,1
P1185,P1621,1
P1185,P1722,1
P1185,P1768,1
P1185,P1776,1
P1185,P1779,1
P1193,P1363,1
P1193,P1605,1
P1193,P1621,1
P1193,P1768,1
P1193,P1776,1
P1193,P1779,1
P1336,P1605,1
P1336,P1722,1
P1336,P1779,1
P1363,P1605,1
P1363,P1776,1
P1605,P1621,1
P1605,P1722,1
P1605,P1768,1
P1605,P1779,1
P1621,P1779,1
P1722,P1768,1
P1722,P1776,1
P1722,P1779,1
P1776,P1779,1
P0006,P0033,1
P0006,P0501,1
P0006,P0635,1
P0006,P0906,1
P0006,P0907,1
P0006,P1049,1
P0006,P1359,1
P0006,P1587,1
P0006,P1805,1
P0031,P0362,1
P0031,P0635,1
P0031,P0824,1
P0031,P0871,1
P0031,P0903,1
P0031,P1267,1
P0031,P1359,1
P0031,P1773,1
P0033,P0362,1
P0033,P0635,1
P0033,P0824,1
P0033,P0871,1
P0033,P0903,1
P0033,P0906,1
P0033,P0907,1
P0033,P0983,1
P0033,P1049,1
P0033,P1267,1
P0033,P1359,1
P0033,P1773,1
P0033,P1816,1
P0362,P0501,1
P0362,P0871,1
P0362,P1587,1
P0362,P1773,1
P0362,P1805,1
P0469,P0501,1
P0469,P0824,1
P0469,P0871,1
P0469,P1049,1
P0469,P1267,1
P0469,P1587,1
P0469,P1773,1
P0469,P1804,1
P0501,P0635,1
P0501,P0824,1
P0501,P0871,1
P0501,P0906,1
P0501,P0907,1
P0501,P1049,1
P0501,P1267,1
P0501,P1359,1
P0501,P1773,1
P0501,P1816,1
P0635,P0824,1
P0635,P0871,1
P0635,P0903,1
P0635,P0983,1
P0635,P1049,1
P0635,P1267,1
P0635,P1587,1
P0635,P1773,1
P0635,P1804,1
P0635,P1805,1
P0635,P1816,1
P0635,P1839,1
P0824,P0906,1
P0824,P1049,1
P0824,P1359,1
P0824,P1587,1
P0824,P1804,1
P0824,P1839,1
P0871,P0903,1
P0871,P0906,1
P0871,P0907,1
P0871,P1049,1
P0871,P1359,1
P0871,P1587,1
P0871,P1804,1
P0871,P1805,1
P0871,P1816,1
P0871,P1839,1
P0903,P0906,1
P0903,P1049,1
P0903,P1267,1
P0903,P1359,1
P0903,P1587,1
P0903,P1773,1
P0903,P1804,1
P0903,P1805,1
P0903,P1839,1
P0906,P1049,1
P0906,P1267,1
P0906,P1587,1
P0906,P1773,1
P0906,P1805,1
P0907,P1267,1
P0907,P1587,1
P0907,P1773,1
P0907,P1805,1
P0983,P1049,1
P0983,P1587,1
P0983,P1804,1
P0983,P1816,1
P0983,P1839,1
P1049,P1267,1
P1049,P1359,1
P1049,P1587,1
P1049,P1773,1
P1049,P1804,1
P1049,P1805,1
P1049,P1839,1
P1267,P1359,1
P1267,P1587,1
P1267,P1804,1
P1267,P1816,1
P1359,P1587,1
P1359,P1804,1
P1359,P1805,1
P1359,P1839,1
P1587,P1773,1
P1587,P1816,1
P1773,P1804,1
P1773,P1805,1
P1773,P1816,1
P1773,P1839,1
P1804,P1816,1
P1805,P1816,1
P0037,P0059,1
P0037,P0117,1
P0037,P0226,1
P0037,P0449,1
P0037,P0710,1
P0037,P0845,1
P0037,P1172,1
P0037,P1252,1
P0037,P1278,1
P0037,P1323,1
P0059,P0739,1
P0059,P0845,1
P0059,P0933,1
P0059,P1100,1
P0059,P1252,1
P0059,P1685,1
P0117,P0151,1
P0117,P0226,1
P0117,P0853,1
P0117,P0933,1
P0117,P1100,1
P0117,P1323,1
P0151,P0226,1
P0151,P0449,1
P0151,P0739,1
P0151,P0920,1
P0151,P0933,1
P0151,P1323,1
P0226,P0710,1
P0226,P0845,1
P0226,P0853,1
P0226,P0933,1
P0226,P1100,1
P0226,P1172,1
P0226,P1278,1
P0226,P1323,1
P0226,P1685,1
P0449,P0710,1
P0449,P0739,1
P0449,P0845,1
P0449,P0933,1
P0710,P0933,1
P0710,P1323,1
P0739,P1100,1
P0739,P1278,1
P0739,P1323,1
P0739,P1685,1
P0845,P0933,1
P0845,P1100,1
P0845,P1278,1
P0853,P1323,1
P0920,P1100,1
P0920,P1172,1
P0920,P1323,1
P0933,P1100,1
P0933,P1172,1
P0933,P1278,1
P0933,P1323,1
P0933,P1685,1
P1100,P1172,1
P1100,P1278,1
P1100,P1323,1
P1172,P1278,1
P1172,P1323,1
P1172,P1685,1
P1252,P1685,1
P1278,P1685,1
P0281,P0511,1
P0281,P0780,1
P0281,P0819,1
P0281,P1034,1
P0281,P1072,1
P0281,P1245,1
P0414,P0511,1
P0414,P0780,1
P0414,P1034,1
P0414,P1051,1
P0414,P1072,1
P0414,P1245,1
P0414,P1776,1
P0430,P0772,1
P0430,P0819,1
P0430,P1034,1
P0430,P1072,1
P0511,P0711,1
P0511,P0772,1
P0511,P0780,1
P0511,P0819,1
P0511,P0922,1
P0511,P1034,1
P0511,P1051,1
P0511,P1072,1
P0511,P1245,1
P0772,P0780,1
P0772,P1072,1
P0780,P0819,1
P0780,P0922,1
P0780,P1051,1
P0780,P1245,1
P0780,P1776,1
P0819,P0922,1
P0819,P1034,1
P0819,P1072,1
P0922,P1051,1
P0922,P1072,1
P0922,P1245,1
P0982,P1034,1
P0982,P1072,1
P0982,P1776,1
P1034,P1051,1
P1034,P1245,1
P1051,P1072,1
P1051,P1245,1
P1051,P1776,1
P1072,P1776,1
P1245,P1776,1
P0049,P0296,1
P0049,P0355,1
P0049,P0502,1
P0049,P0538,1
P0049,P1047,1
P0049,P1375,1
P0049,P1577,1
P0296,P0355,1
P0296,P0910,1
P0296,P1375,1
P0296,P1577,1
P0305,P0355,1
P0305,P0538,1
P0305,P1001,1
P0305,P1047,1
P0305,P1375,1
P0305,P1577,1
P0355,P0538,1
P0355,P1001,1
P0355,P1047,1
P0355,P1577,1
P0355,P1596,1
P0502,P0910,1
P0502,P1001,1
P0502,P1047,1
P0502,P1375,1
P0502,P1596,1
P0538,P0910,1
P0538,P1001,1
P0840,P1097,1
P0910,P1047,1
P1001,P1047,1
P1001,P1097,1
P1001,P1375,1
P1001,P1596,1
P1047,P1097,1
P1047,P1577,1
P1577,P1596,1
P0156,P0577,1
P0156,P0692,1
P0156,P0757,1
P0156,P1246,1
P0156,P1255,1
P0156,P1312,1
P0156,P1644,1
P0156,P1656,1
P0159,P0251,1
P0159,P1252,1
P0159,P1255,1
P0159,P1312,1
P0159,P1644,1
P0159,P1656,1
P0251,P0287,1
P0251,P0447,1
P0251,P0464,1
P0251,P0531,1
P0251,P0719,1
P0251,P1046,1
P0251,P1123,1
P0251,P1255,1
P0251,P1749,1
P0251,P1795,1
P0251,P1889,1
P0251,P1907,1
P0287,P0531,1
P0287,P0757,1
P0287,P1246,1
P0287,P1252,1
P0287,P1255,1
P0287,P1312,1
P0287,P1644,1
P0287,P1656,1
P0287,P1749,1
P0447,P0577,1
P0447,P0692,1
P0447,P1255,1
P0447,P1312,1
P0447,P1644,1
P0464,P0577,1
P0464,P0692,1
P0464,P0757,1
P0464,P1246,1
P0464,P1644,1
P0531,P0577,1
P0531,P0692,1
P0531,P1123,1
P0531,P1246,1
P0531,P1312,1
P0531,P1644,1
P0531,P1907,1
P0577,P1046,1
P0577,P1255,1
P0577,P1656,1
P0577,P1795,1
P0577,P1889,1
P0692,P1046,1
P0692,P1123,1
P0692,P1255,1
P0692,P1656,1
P0692,P1795,1
P0692,P1889,1
P0719,P1252,1
P0719,P1255,1
P0719,P1312,1
P0719,P1644,1
P0757,P1046,1
P0757,P1123,1
P0757,P1644,1
P0757,P1656,1
P0757,P1889,1
P0757,P1907,1
P1046,P1644,1
P1046,P1749,1
P1090,P1644,1
P1123,P1246,1
P1123,P1252,1
P1123,P1255,1
P1123,P1312,1
P1123,P1644,1
P1123,P1749,1
P1246,P1255,1
P1246,P1656,1
P1246,P1795,1
P1246,P1907,1
P1252,P1889,1
P1252,P1907,1
P1255,P1644,1
P1255,P1889,1
P1255,P1907,1
P1312,P1656,1
P1312,P1749,1
P1312,P1889,1
P1312,P1907,1
P1644,P1656,1
P1644,P1749,1
P1644,P1889,1
P1644,P1907,1
P1656,P1889,1
P1656,P1907,1
P1749,P1889,1
P1749,P1907,1
P0411,P0752,1
P0411,P1817,1
P0417,P1174,1
P0417,P1817,1
P0747,P0752,1
P0747,P0802,1
P0747,P1174,1
P0747,P1263,1
P0747,P1817,1
P0752,P0802,1
P0752,P1174,1
P0752,P1263,1
P0752,P1817,1
P0802,P1817,1
P1174,P1817,1
P1263,P1817,1
P0375,P0474,1
P0375,P0778,1
P0375,P0800,1
P0375,P0848,1
P0375,P1064,1
P0375,P1392,1
P0375,P1474,1
P0375,P1608,1
P0474,P0778,1
P0474,P0800,1
P0474,P0814,1
P0474,P0815,1
P0474,P0848,1
P0474,P0868,1
P0474,P1074,1
P0778,P0868,1
P0778,P1064,1
P0778,P1392,1
P0778,P1474,1
P0800,P1064,1
P0800,P1074,1
P0814,P0868,1
P0814,P1064,1
P0814,P1074,1
P0814,P1474,1
P0815,P1064,1
P0815,P1074,1
P0848,P1064,1
P0848,P1392,1
P0868,P1064,1
P0868,P1608,1
P1064,P1074,1
P1074,P1392,1
P1074,P1474,1
P1074,P1608,1
P0103,P0296,1
P0103,P0531,1
P0103,P0684,1
P0103,P0707,1
P0103,P0912,1
P0103,P0920,1
P0103,P0947,1
P0103,P1077,1
P0103,P1102,1
P0103,P1254,1
P0103,P1656,1
P0201,P0912,1
P0201,P0927,1
P0201,P0963,1
P0296,P0707,1
P0296,P0912,1
P0296,P1254,1
P0531,P0912,1
P0531,P1077,1
P0684,P0743,1
P0684,P0912,1
P0684,P0963,1
P0684,P1077,1
P0684,P1656,1
P0684,P1687,1
P0707,P0963,1
P0743,P0912,1
P0743,P0963,1
P0912,P0920,1
P0912,P1077,1
P0912,P1102,1
P0912,P1254,1
P0912,P1687,1
P0927,P0947,1
P0927,P0963,1
P0947,P1077,1
P0947,P1656,1
P0963,P1254,1
P1077,P1687,1
P0031,P0064,1
P0031,P0737,1
P0031,P0923,1
P0031,P1087,1
P0031,P1358,1
P0031,P1398,1
P0031,P1406,1
P0064,P1087,1
P0064,P1398,1
P0064,P1549,1
P0064,P1676,1
P0064,P1805,1
P0064,P1859,1
P0064,P1863,1
P0065,P1087,1
P0065,P1398,1
P0065,P1549,1
P0065,P1805,1
P0065,P1859,1
P0065,P1863,1
P0297,P1087,1
P0297,P1358,1
P0297,P1398,1
P0297,P1406,1
P0297,P1549,1
P0297,P1676,1
P0297,P1805,1
P0297,P1863,1
P0701,P1398,1
P0701,P1406,1
P0701,P1549,1
P0701,P1859,1
P0701,P1863,1
P0737,P1087,1
P0737,P1398,1
P0737,P1676,1
P0737,P1805,1
P0737,P1863,1
P0923,P1358,1
P0923,P1863,1
P1087,P1358,1
P1087,P1406,1
P1087,P1549,1
P1087,P1859,1
P1087,P1863,1
P1358,P1398,1
P1358,P1406,1
P1358,P1549,1
P1358,P1676,1
P1358,P1805,1
P1358,P1859,1
P1358,P1863,1
P1398,P1406,1
P1398,P1549,1
P1398,P1676,1
P1398,P1805,1
P1398,P1859,1
P1406,P1676,1
P1406,P1859,1
P0428,P0437,1
P0428,P0583,1
P0428,P0810,1
P0428,P0885,1
P0428,P1147,1
P0428,P1328,1
P0428,P1425,1
P0428,P1429,1
P0437,P0810,1
P0437,P0885,1
P0437,P1147,1
P0437,P1885,1
P0583,P0810,1
P0583,P0885,1
P0583,P1885,1
P0810,P1429,1
P0810,P1660,1
P0810,P1885,1
P0885,P1425,1
P0885,P1429,1
P0885,P1660,1
P0885,P1885,1
P1147,P1429,1
P1147,P1660,1
P1147,P1885,1
P1328,P1885,1
P1425,P1660,1
P1425,P1885,1
P1429,P1885,1
P1660,P1885,1
P0167,P0259,1
P0167,P0280,1
P0167,P0645,1
P0167,P1117,1
P0167,P1237,1
P0167,P1281,1
P0167,P1595,1
P0259,P0280,1
P0259,P0355,1
P0259,P0509,1
P0259,P0645,1
P0259,P0737,1
P0259,P0783,1
P0259,P1117,1
P0259,P1594,1
P0259,P1595,1
P0259,P1638,1
P0280,P0509,1
P0280,P0517,1
P0280,P1015,1
P0280,P1117,1
P0280,P1237,1
P0280,P1353,1
P0280,P1638,1
P0297,P0355,1
P0297,P0509,1
P0297,P0645,1
P0297,P0783,1
P0297,P1117,1
P0302,P0517,1
P0302,P0737,1
P0302,P0783,1
P0302,P1015,1
P0302,P1237,1
P0302,P1353,1
P0302,P1594,1
P0302,P1595,1
P0302,P1638,1
P0355,P0509,1
P0355,P0517,1
P0355,P0645,1
P0355,P1015,1
P0355,P1237,1
P0355,P1272,1
P0355,P1281,1
P0355,P1595,1
P0355,P1687,1
P0355,P1823,1
P0509,P0517,1
P0509,P0783,1
P0509,P0910,1
P0509,P1015,1
P0509,P1281,1
P0509,P1353,1
P0509,P1594,1
P0509,P1595,1
P0509,P1638,1
P0509,P1687,1
P0509,P1823,1
P0517,P0645,1
P0517,P0783,1
P0517,P0910,1
P0517,P1117,1
P0517,P1237,1
P0517,P1594,1
P0517,P1595,1
P0517,P1823,1
P0645,P0783,1
P0645,P0909,1
P0645,P0910,1
P0645,P1015,1
P0645,P1237,1
P0645,P1272,1
P0645,P1281,1
P0645,P1353,1
P0645,P1594,1
P0645,P1595,1
P0645,P1638,1
P0645,P1823,1
P0737,P1117,1
P0737,P1353,1
P0783,P0910,1
P0783,P1015,1
P0783,P1687,1
P0783,P1823,1
P0783,P1940,1
P0909,P1595,1
P0910,P1117,1
P0910,P1272,1
P1015,P1117,1
P1015,P1237,1
P1015,P1281,1
P1015,P1353,1
P1015,P1594,1
P1015,P1823,1
P1117,P1237,1
P1117,P1272,1
P1117,P1281,1
P1117,P1594,1
P1117,P1595,1
P1237,P1687,1
P1237,P1823,1
P1272,P1353,1
P1272,P1638,1
P1272,P1687,1
P1281,P1353,1
P1594,P1823,1
P1595,P1638,1
P1595,P1823,1
P1638,P1687,1
P0067,P0450,1
P0067,P0510,1
P0067,P0747,1
P0067,P0820,1
P0067,P1442,1
P0141,P0510,1
P0141,P0736,1
P0141,P0799,1
P0141,P1357,1
P0141,P1442,1
P0450,P0510,1
P0450,P0711,1
P0450,P0747,1
P0450,P0799,1
P0450,P1021,1
P0450,P1357,1
P0450,P1442,1
P0450,P1607,1
P0510,P0711,1
P0510,P0736,1
P0510,P0820,1
P0510,P1019,1
P0510,P1021,1
P0510,P1096,1
P0510,P1112,1
P0510,P1607,1
P0711,P0747,1
P0711,P1442,1
P0736,P0820,1
P0747,P0820,1
P0747,P1019,1
P0747,P1021,1
P0747,P1096,1
P0747,P1112,1
P0799,P1112,1
P0820,P1021,1
P0820,P1607,1
P1019,P1442,1
P1021,P1096,1
P1021,P1442,1
P1112,P1442,1
P0025,P0043,1
P0025,P0392,1
P0025,P0849,1
P0025,P0953,1
P0025,P1111,1
P0025,P1195,1
P0025,P1336,1
P0025,P1357,1
P0025,P1429,1
P0025,P1689,1
P0025,P1703,1
P0025,P1940,1
P0043,P0417,1
P0043,P0747,1
P0043,P0805,1
P0043,P0849,1
P0043,P0909,1
P0043,P0953,1
P0043,P1041,1
P0043,P1260,1
P0043,P1264,1
P0043,P1277,1
P0043,P1357,1
P0043,P1689,1
P0043,P1703,1
P0043,P1823,1
P0392,P0417,1
P0392,P0747,1
P0392,P0805,1
P0392,P0849,1
P0392,P0909,1
P0392,P0953,1
P0392,P1041,1
P0392,P1111,1
P0392,P1260,1
P0392,P1264,1
P0392,P1277,1
P0392,P1357,1
P0392,P1689,1
P0392,P1703,1
P0392,P1823,1
P0417,P0849,1
P0417,P0909,1
P0417,P1195,1
P0417,P1260,1
P0417,P1336,1
P0417,P1357,1
P0417,P1429,1
P0417,P1689,1
P0417,P1703,1
P0417,P1823,1
P0747,P0805,1
P0747,P1041,1
P0747,P1111,1
P0747,P1195,1
P0747,P1336,1
P0747,P1429,1
P0747,P1689,1
P0747,P1940,1
P0805,P1111,1
P0805,P1195,1
P0805,P1336,1
P0805,P1357,1
P0805,P1429,1
P0805,P1689,1
P0805,P1703,1
P0849,P1041,1
P0849,P1195,1
P0849,P1260,1
P0849,P1336,1
P0849,P1429,1
P0849,P1689,1
P0909,P1689,1
P0953,P1041,1
P0953,P1111,1
P0953,P1195,1
P0953,P1260,1
P0953,P1264,1
P0953,P1336,1
P0953,P1357,1
P0953,P1429,1
P0953,P1689,1
P0953,P1940,1
P1041,P1111,1
P1041,P1195,1
P1041,P1336,1
P1041,P1357,1
P1041,P1429,1
P1041,P1689,1
P1041,P1703,1
P1111,P1195,1
P1111,P1260,1
P1111,P1336,1
P1111,P1429,1
P1111,P1689,1
P1195,P1260,1
P1195,P1264,1
P1195,P1277,1
P1195,P1357,1
P1195,P1689,1
P1195,P1703,1
P1195,P1823,1
P1260,P1277,1
P1260,P1336,1
P1260,P1429,1
P1260,P1689,1
P1260,P1703,1
P1260,P1940,1
P1264,P1336,1
P1264,P1429,1
P1264,P1689,1
P1277,P1336,1
P1277,P1689,1
P1336,P1689,1
P1336,P1703,1
P1357,P1429,1
P1357,P1703,1
P1429,P1689,1
P1429,P1703,1
P1689,P1703,1
P0023,P0061,1
P0023,P0063,1
P0023,P0065,1
P0023,P0437,1
P0023,P0453,1
P0023,P0564,1
P0023,P0583,1
P0023,P0853,1
P0023,P0958,1
P0023,P1005,1
P0023,P1096,1
P0023,P1154,1
P0023,P1237,1
P0023,P1326,1
P0023,P1328,1
P0023,P1355,1
P0023,P1403,1
P0023,P1429,1
P0023,P1542,1
P0023,P1553,1
P0023,P1660,1
P0023,P1662,1
P0023,P1841,1
P0061,P0133,1
P0061,P0437,1
P0061,P0583,1
P0061,P0651,1
P0061,P0958,1
P0061,P1154,1
P0061,P1542,1
P0061,P1553,1
P0061,P1809,1
P0061,P1841,1
P0063,P0125,1
P0063,P0133,1
P0063,P0564,1
P0063,P0651,1
P0063,P1326,1
P0063,P1660,1
P0065,P0133,1
P0065,P1328,1
P0065,P1542,1
P0065,P1841,1
P0125,P0133,1
P0125,P0437,1
P0125,P0583,1
P0125,P0651,1
P0125,P0958,1
P0125,P1005,1
P0125,P1154,1
P0125,P1237,1
P0125,P1326,1
P0125,P1328,1
P0125,P1355,1
P0125,P1403,1
P0125,P1429,1
P0125,P1542,1
P0125,P1553,1
P0125,P1841,1
P0133,P0165,1
P0133,P0437,1
P0133,P0453,1
P0133,P0564,1
P0133,P0583,1
P0133,P0853,1
P0133,P0958,1
P0133,P1005,1
P0133,P1096,1
P0133,P1154,1
P0133,P1237,1
P0133,P1326,1
P0133,P1328,1
P0133,P1355,1
P0133,P1403,1
P0133,P1429,1
P0133,P1553,1
P0133,P1660,1
P0133,P1662,1
P0133,P1809,1
P0133,P1841,1
P0165,P0437,1
P0165,P0583,1
P0165,P0651,1
P0165,P0958,1
P0165,P1005,1
P0165,P1154,1
P0165,P1237,1
P0165,P1326,1
P0165,P1328,1
P0165,P1355,1
P0165,P1403,1
P0165,P1429,1
P0165,P1542,1
P0165,P1553,1
P0165,P1841,1
P0430,P0437,1
P0430,P0453,1
P0430,P1154,1
P0430,P1326,1
P0430,P1355,1
P0430,P1403,1
P0430,P1429,1
P0430,P1542,1
P0430,P1553,1
P0430,P1662,1
P0430,P1841,1
P0437,P0453,1
P0437,P0651,1
P0437,P0853,1
P0437,P0958,1
P0437,P1096,1
P0437,P1154,1
P0437,P1237,1
P0437,P1662,1
P0453,P0583,1
P0453,P0651,1
P0453,P1005,1
P0453,P1154,1
P0453,P1326,1
P0453,P1355,1
P0453,P1403,1
P0453,P1429,1
P0453,P1542,1
P0453,P1553,1
P0453,P1809,1
P0453,P1841,1
P0564,P0583,1
P0564,P0651,1
P0564,P0958,1
P0564,P1005,1
P0564,P1154,1
P0564,P1237,1
P0564,P1326,1
P0564,P1355,1
P0564,P1403,1
P0564,P1429,1
P0564,P1542,1
P0564,P1553,1
P0564,P1809,1
P0583,P0853,1
P0583,P1096,1
P0583,P1154,1
P0583,P1237,1
P0583,P1326,1
P0583,P1355,1
P0583,P1662,1
P0651,P0853,1
P0651,P1096,1
P0651,P1154,1
P0651,P1237,1
P0651,P1355,1
P0651,P1403,1
P0651,P1429,1
P0651,P1542,1
P0651,P1841,1
P0853,P1542,1
P0853,P1553,1
P0853,P1660,1
P0853,P1809,1
P0853,P1841,1
P0958,P1005,1
P0958,P1096,1
P0958,P1403,1
P0958,P1429,1
P0958,P1542,1
P0958,P1553,1
P0958,P1660,1
P0958,P1809,1
P0958,P1841,1
P1005,P1096,1
P1005,P1154,1
P1005,P1237,1
P1005,P1326,1
P1005,P1355,1
P1005,P1660,1
P1005,P1662,1
P1096,P1237,1
P1096,P1326,1
P1096,P1403,1
P1096,P1542,1
P1096,P1553,1
P1096,P1841,1
P1154,P1403,1
P1154,P1429,1
P1154,P1542,1
P1154,P1553,1
P1154,P1660,1
P1154,P1662,1
P1154,P1809,1
P1154,P1841,1
P1237,P1403,1
P1237,P1429,1
P1237,P1542,1
P1237,P1553,1
P1237,P1660,1
P1237,P1809,1
P1237,P1841,1
P1326,P1403,1
P1326,P1429,1
P1326,P1542,1
P1326,P1553,1
P1326,P1660,1
P1326,P1809,1
P1326,P1841,1
P1328,P1403,1
P1328,P1542,1
P1328,P1553,1
P1328,P1809,1
P1355,P1403,1
P1355,P1429,1
P1355,P1542,1
P1355,P1553,1
P1355,P1660,1
P1355,P1662,1
P1355,P1809,1
P1355,P1841,1
P1403,P1662,1
P1429,P1662,1
P1542,P1660,1
P1542,P1662,1
P1660,P1841,1
P1662,P1841,1
P0031,P0056,1
P0031,P0199,1
P0031,P0360,1
P0031,P0440,1
P0031,P0637,1
P0031,P0880,1
P0031,P1211,1
P0031,P1316,1
P0031,P1329,1
P0031,P1405,1
P0031,P1522,1
P0031,P1646,1
P0031,P1696,1
P0056,P0199,1
P0056,P0437,1
P0056,P0637,1
P0056,P0879,1
P0056,P1125,1
P0056,P1211,1
P0056,P1405,1
P0056,P1522,1
P0056,P1545,1
P0056,P1548,1
P0056,P1564,1
P0056,P1566,1
P0056,P1579,1
P0056,P1580,1
P0056,P1581,1
P0056,P1646,1
P0056,P1656,1
P0056,P1843,1
P0065,P0199,1
P0065,P0360,1
P0065,P0637,1
P0065,P0907,1
P0065,P1125,1
P0065,P1405,1
P0065,P1545,1
P0065,P1548,1
P0065,P1564,1
P0065,P1566,1
P0065,P1579,1
P0065,P1580,1
P0065,P1581,1
P0065,P1656,1
P0065,P1843,1
P0199,P0360,1
P0199,P0437,1
P0199,P0440,1
