source,target,weight
P0791,P1102,1
P0791,P1113,1
P0791,P1157,1
P0791,P1189,1
P0791,P1201,1
P0791,P1203,1
P0791,P1213,1
P0791,P1214,1
P0791,P1223,1
P0791,P1231,1
P0791,P1233,1
P0791,P1235,1
P0791,P1242,1
P0791,P1251,1
P0791,P1253,1
P0791,P1257,1
P0791,P1263,1
P0791,P1266,1
P0791,P1267,1
P0791,P1271,1
P0791,P1282,1
P0791,P1286,1
P0791,P1302,1
P0791,P1308,1
P0791,P1310,1
P0791,P1312,1
P0791,P1313,1
P0791,P1315,1
P0791,P1316,1
P0791,P1352,1
P0791,P1356,1
P0791,P1362,1
P0791,P1409,1
P0791,P1571,1
P0791,P1685,1
P0791,P1708,1
P0791,P1711,1
P0791,P1740,1
P0791,P1757,1
P0791,P1794,1
P0791,P1833,1
P0798,P0840,1
P0798,P0842,1
P0798,P0857,1
P0798,P0874,1
P0798,P0875,1
P0798,P0878,1
P0798,P0888,1
P0798,P0941,1
P0798,P0945,1
P0798,P0947,1
P0798,P0948,1
P0798,P0949,1
P0798,P0950,1
P0798,P1006,1
P0798,P1017,1
P0798,P1018,1
P0798,P1054,1
P0798,P1055,1
P0798,P1100,1
P0798,P1102,1
P0798,P1113,1
P0798,P1154,1
P0798,P1155,1
P0798,P1157,1
P0798,P1201,1
P0798,P1223,1
P0798,P1231,1
P0798,P1235,1
P0798,P1242,1
P0798,P1251,1
P0798,P1254,1
P0798,P1263,1
P0798,P1271,1
P0798,P1308,1
P0798,P1310,1
P0798,P1313,1
P0798,P1315,1
P0798,P1354,1
P0798,P1409,1
P0798,P1645,1
P0798,P1699,1
P0798,P1700,1
P0798,P1709,1
P0798,P1711,1
P0798,P1740,1
P0798,P1757,1
P0798,P1833,1
P0798,P1834,1
P0840,P0852,1
P0840,P0854,1
P0840,P0857,1
P0840,P0874,1
P0840,P0875,1
P0840,P0878,1
P0840,P0888,1
P0840,P0941,1
P0840,P0944,1
P0840,P0945,1
P0840,P0947,1
P0840,P0949,1
P0840,P0950,1
P0840,P1006,1
P0840,P1017,1
P0840,P1018,1
P0840,P1020,1
P0840,P1100,1
P0840,P1102,1
P0840,P1112,1
P0840,P1113,1
P0840,P1154,1
P0840,P1155,1
P0840,P1157,1
P0840,P1176,1
P0840,P1187,1
P0840,P1189,1
P0840,P1201,1
P0840,P1213,1
P0840,P1214,1
P0840,P1224,1
P0840,P1231,1
P0840,P1233,1
P0840,P1235,1
P0840,P1242,1
P0840,P1263,1
P0840,P1264,1
P0840,P1266,1
P0840,P1267,1
P0840,P1271,1
P0840,P1288,1
P0840,P1302,1
P0840,P1308,1
P0840,P1310,1
P0840,P1313,1
P0840,P1315,1
P0840,P1352,1
P0840,P1354,1
P0840,P1409,1
P0840,P1571,1
P0840,P1645,1
P0840,P1685,1
P0840,P1699,1
P0840,P1700,1
P0840,P1708,1
P0840,P1709,1
P0840,P1711,1
P0840,P1740,1
P0840,P1757,1
P0840,P1833,1
P0842,P0874,1
P0842,P0875,1
P0842,P0879,1
P0842,P0888,1
P0842,P0941,1
P0842,P0944,1
P0842,P0948,1
P0842,P0949,1
P0842,P0950,1
P0842,P1018,1
P0842,P1054,1
P0842,P1055,1
P0842,P1056,1
P0842,P1100,1
P0842,P1111,1
P0842,P1113,1
P0842,P1154,1
P0842,P1155,1
P0842,P1176,1
P0842,P1201,1
P0842,P1203,1
P0842,P1213,1
P0842,P1214,1
P0842,P1223,1
P0842,P1224,1
P0842,P1231,1
P0842,P1233,1
P0842,P1235,1
P0842,P1251,1
P0842,P1264,1
P0842,P1267,1
P0842,P1288,1
P0842,P1302,1
P0842,P1310,1
P0842,P1312,1
P0842,P1313,1
P0842,P1315,1
P0842,P1316,1
P0842,P1356,1
P0842,P1362,1
P0842,P1700,1
P0842,P1740,1
P0842,P1794,1
P0842,P1833,1
P0849,P0857,1
P0849,P0874,1
P0849,P0875,1
P0849,P0878,1
P0849,P0888,1
P0849,P0941,1
P0849,P0950,1
P0849,P1006,1
P0849,P1017,1
P0849,P1018,1
P0849,P1100,1
P0849,P1112,1
P0849,P1113,1
P0849,P1154,1
P0849,P1155,1
P0849,P1157,1
P0849,P1189,1
P0849,P1203,1
P0849,P1214,1
P0849,P1223,1
P0849,P1231,1
P0849,P1233,1
P0849,P1235,1
P0849,P1242,1
P0849,P1251,1
P0849,P1257,1
P0849,P1263,1
P0849,P1266,1
P0849,P1267,1
P0849,P1280,1
P0849,P1308,1
P0849,P1310,1
P0849,P1312,1
P0849,P1313,1
P0849,P1315,1
P0849,P1351,1
P0849,P1352,1
P0849,P1354,1
P0849,P1363,1
P0849,P1409,1
P0849,P1571,1
P0849,P1645,1
P0849,P1699,1
P0849,P1700,1
P0849,P1708,1
P0849,P1709,1
P0849,P1711,1
P0849,P1740,1
P0849,P1833,1
P0852,P0857,1
P0852,P0874,1
P0852,P0875,1
P0852,P0879,1
P0852,P0948,1
P0852,P0950,1
P0852,P1006,1
P0852,P1055,1
P0852,P1056,1
P0852,P1155,1
P0852,P1157,1
P0852,P1187,1
P0852,P1199,1
P0852,P1224,1
P0852,P1235,1
P0852,P1242,1
P0852,P1263,1
P0852,P1266,1
P0852,P1267,1
P0852,P1271,1
P0852,P1310,1
P0852,P1312,1
P0852,P1313,1
P0852,P1315,1
P0852,P1409,1
P0852,P1571,1
P0852,P1708,1
P0852,P1709,1
P0852,P1711,1
P0852,P1740,1
P0852,P1757,1
P0852,P1833,1
P0853,P0857,1
P0853,P0874,1
P0853,P0875,1
P0853,P0888,1
P0853,P0941,1
P0853,P0944,1
P0853,P1017,1
P0853,P1018,1
P0853,P1176,1
P0853,P1187,1
P0853,P1224,1
P0853,P1235,1
P0853,P1263,1
P0853,P1266,1
P0853,P1271,1
P0853,P1310,1
P0853,P1313,1
P0853,P1571,1
P0853,P1699,1
P0853,P1700,1
P0853,P1708,1
P0853,P1709,1
P0853,P1711,1
P0853,P1740,1
P0853,P1757,1
P0853,P1833,1
P0854,P0875,1
P0854,P0944,1
P0854,P1018,1
P0854,P1100,1
P0854,P1102,1
P0854,P1124,1
P0854,P1154,1
P0854,P1187,1
P0854,P1189,1
P0854,P1242,1
P0854,P1266,1
P0854,P1271,1
P0854,P1282,1
P0854,P1312,1
P0854,P1315,1
P0854,P1699,1
P0854,P1708,1
P0854,P1740,1
P0854,P1833,1
P0856,P0874,1
P0856,P0888,1
P0856,P0941,1
P0856,P0944,1
P0856,P0950,1
P0856,P1006,1
P0856,P1017,1
P0856,P1018,1
P0856,P1100,1
P0856,P1176,1
P0856,P1187,1
P0856,P1213,1
P0856,P1251,1
P0856,P1263,1
P0856,P1266,1
P0856,P1282,1
P0856,P1286,1
P0856,P1310,1
P0856,P1313,1
P0856,P1571,1
P0856,P1685,1
P0856,P1740,1
P0856,P1833,1
P0857,P0874,1
P0857,P0875,1
P0857,P0879,1
P0857,P0881,1
P0857,P0941,1
P0857,P0944,1
P0857,P0947,1
P0857,P0948,1
P0857,P0949,1
P0857,P1006,1
P0857,P1017,1
P0857,P1020,1
P0857,P1054,1
P0857,P1113,1
P0857,P1154,1
P0857,P1176,1
P0857,P1201,1
P0857,P1213,1
P0857,P1214,1
P0857,P1233,1
P0857,P1251,1
P0857,P1253,1
P0857,P1263,1
P0857,P1264,1
P0857,P1266,1
P0857,P1267,1
P0857,P1280,1
P0857,P1281,1
P0857,P1302,1
P0857,P1308,1
P0857,P1312,1
P0857,P1313,1
P0857,P1315,1
P0857,P1316,1
P0857,P1351,1
P0857,P1354,1
P0857,P1362,1
P0857,P1363,1
P0857,P1409,1
P0857,P1571,1
P0857,P1645,1
P0857,P1699,1
P0857,P1700,1
P0857,P1740,1
P0857,P1757,1
P0857,P1794,1
P0857,P1833,1
P0857,P1834,1
P0874,P0878,1
P0874,P0880,1
P0874,P0881,1
P0874,P0888,1
P0874,P0943,1
P0874,P0944,1
P0874,P0945,1
P0874,P0947,1
P0874,P0948,1
P0874,P0949,1
P0874,P0950,1
P0874,P1006,1
P0874,P1017,1
P0874,P1018,1
P0874,P1020,1
P0874,P1054,1
P0874,P1056,1
P0874,P1100,1
P0874,P1102,1
P0874,P1111,1
P0874,P1113,1
P0874,P1124,1
P0874,P1154,1
P0874,P1155,1
P0874,P1187,1
P0874,P1189,1
P0874,P1199,1
P0874,P1203,1
P0874,P1223,1
P0874,P1224,1
P0874,P1231,1
P0874,P1233,1
P0874,P1235,1
P0874,P1242,1
P0874,P1251,1
P0874,P1254,1
P0874,P1264,1
P0874,P1266,1
P0874,P1271,1
P0874,P1280,1
P0874,P1281,1
P0874,P1282,1
P0874,P1286,1
P0874,P1288,1
P0874,P1302,1
P0874,P1308,1
P0874,P1310,1
P0874,P1312,1
P0874,P1315,1
P0874,P1316,1
P0874,P1351,1
P0874,P1352,1
P0874,P1354,1
P0874,P1362,1
P0874,P1363,1
P0874,P1645,1
P0874,P1685,1
P0874,P1699,1
P0874,P1708,1
P0874,P1711,1
P0874,P1740,1
P0874,P1757,1
P0874,P1794,1
P0874,P1833,1
P0874,P1834,1
P0875,P0878,1
P0875,P0879,1
P0875,P0881,1
P0875,P0888,1
P0875,P0941,1
P0875,P0943,1
P0875,P0944,1
P0875,P0945,1
P0875,P0947,1
P0875,P0948,1
P0875,P0949,1
P0875,P0950,1
P0875,P1006,1
P0875,P1017,1
P0875,P1018,1
P0875,P1054,1
P0875,P1056,1
P0875,P1100,1
P0875,P1111,1
P0875,P1113,1
P0875,P1154,1
P0875,P1155,1
P0875,P1157,1
P0875,P1176,1
P0875,P1187,1
P0875,P1189,1
P0875,P1199,1
P0875,P1201,1
P0875,P1223,1
P0875,P1224,1
P0875,P1231,1
P0875,P1233,1
P0875,P1235,1
P0875,P1242,1
P0875,P1251,1
P0875,P1254,1
P0875,P1263,1
P0875,P1264,1
P0875,P1266,1
P0875,P1286,1
P0875,P1302,1
P0875,P1310,1
P0875,P1312,1
P0875,P1313,1
P0875,P1352,1
P0875,P1363,1
P0875,P1409,1
P0875,P1571,1
P0875,P1645,1
P0875,P1685,1
P0875,P1699,1
P0875,P1700,1
P0875,P1708,1
P0875,P1709,1
P0875,P1711,1
P0875,P1740,1
P0875,P1757,1
P0875,P1833,1
P0878,P0888,1
P0878,P0941,1
P0878,P0948,1
P0878,P0950,1
P0878,P1017,1
P0878,P1018,1
P0878,P1020,1
P0878,P1100,1
P0878,P1111,1
P0878,P1113,1
P0878,P1154,1
P0878,P1176,1
P0878,P1187,1
P0878,P1199,1
P0878,P1203,1
P0878,P1213,1
P0878,P1214,1
P0878,P1224,1
P0878,P1233,1
P0878,P1235,1
P0878,P1251,1
P0878,P1263,1
P0878,P1264,1
P0878,P1266,1
P0878,P1267,1
P0878,P1280,1
P0878,P1281,1
P0878,P1282,1
P0878,P1286,1
P0878,P1288,1
P0878,P1310,1
P0878,P1313,1
P0878,P1315,1
P0878,P1351,1
P0878,P1356,1
P0878,P1362,1
P0878,P1363,1
P0878,P1409,1
P0878,P1571,1
P0878,P1699,1
P0878,P1700,1
P0878,P1740,1
P0878,P1794,1
P0878,P1833,1
P0879,P0949,1
P0879,P0950,1
P0879,P1017,1
P0879,P1018,1
P0879,P1100,1
P0879,P1102,1
P0879,P1187,1
P0879,P1213,1
P0879,P1214,1
P0879,P1231,1
P0879,P1242,1
P0879,P1251,1
P0879,P1271,1
P0879,P1282,1
P0879,P1310,1
P0879,P1315,1
P0879,P1351,1
P0879,P1685,1
P0879,P1740,1
P0879,P1833,1
P0880,P0888,1
P0880,P0941,1
P0880,P0944,1
P0880,P1006,1
P0880,P1017,1
P0880,P1176,1
P0880,P1203,1
P0880,P1213,1
P0880,P1214,1
P0880,P1223,1
P0880,P1224,1
P0880,P1233,1
P0880,P1235,1
P0880,P1242,1
P0880,P1266,1
P0880,P1267,1
P0880,P1310,1
P0880,P1313,1
P0880,P1352,1
P0880,P1699,1
P0880,P1700,1
P0880,P1708,1
P0880,P1709,1
P0880,P1740,1
P0880,P1757,1
P0880,P1833,1
P0881,P0888,1
P0881,P0941,1
P0881,P0948,1
P0881,P0949,1
P0881,P0950,1
P0881,P1017,1
P0881,P1018,1
P0881,P1100,1
P0881,P1102,1
P0881,P1111,1
P0881,P1113,1
P0881,P1154,1
P0881,P1155,1
P0881,P1157,1
P0881,P1176,1
P0881,P1187,1
P0881,P1199,1
P0881,P1213,1
P0881,P1214,1
P0881,P1223,1
P0881,P1224,1
P0881,P1231,1
P0881,P1235,1
P0881,P1242,1
P0881,P1257,1
P0881,P1263,1
P0881,P1264,1
P0881,P1308,1
P0881,P1310,1
P0881,P1313,1
P0881,P1315,1
P0881,P1409,1
P0881,P1699,1
P0881,P1700,1
P0881,P1709,1
P0881,P1711,1
P0881,P1740,1
P0881,P1833,1
P0888,P0941,1
P0888,P0944,1
P0888,P0945,1
P0888,P0948,1
P0888,P0949,1
P0888,P1054,1
P0888,P1055,1
P0888,P1100,1
P0888,P1102,1
P0888,P1187,1
P0888,P1189,1
P0888,P1199,1
P0888,P1201,1
P0888,P1213,1
P0888,P1231,1
P0888,P1242,1
P0888,P1251,1
P0888,P1257,1
P0888,P1266,1
P0888,P1267,1
P0888,P1271,1
P0888,P1280,1
P0888,P1281,1
P0888,P1282,1
P0888,P1288,1
P0888,P1312,1
P0888,P1313,1
P0888,P1315,1
P0888,P1354,1
P0888,P1356,1
P0888,P1409,1
P0888,P1571,1
P0888,P1645,1
P0888,P1700,1
P0888,P1708,1
P0888,P1740,1
P0888,P1794,1
P0888,P1833,1
P0888,P1834,1
P0941,P0944,1
P0941,P0945,1
P0941,P0948,1
P0941,P0949,1
P0941,P0950,1
P0941,P1006,1
P0941,P1017,1
P0941,P1018,1
P0941,P1020,1
P0941,P1054,1
P0941,P1100,1
P0941,P1102,1
P0941,P1113,1
P0941,P1154,1
P0941,P1155,1
P0941,P1187,1
P0941,P1189,1
P0941,P1199,1
P0941,P1203,1
P0941,P1213,1
P0941,P1214,1
P0941,P1223,1
P0941,P1224,1
P0941,P1231,1
P0941,P1233,1
P0941,P1235,1
P0941,P1242,1
P0941,P1251,1
P0941,P1254,1
P0941,P1264,1
P0941,P1266,1
P0941,P1271,1
P0941,P1281,1
P0941,P1282,1
P0941,P1288,1
P0941,P1302,1
P0941,P1308,1
P0941,P1310,1
P0941,P1312,1
P0941,P1315,1
P0941,P1316,1
P0941,P1351,1
P0941,P1352,1
P0941,P1354,1
P0941,P1362,1
P0941,P1363,1
P0941,P1645,1
P0941,P1685,1
P0941,P1699,1
P0941,P1708,1
P0941,P1711,1
P0941,P1740,1
P0941,P1757,1
P0941,P1794,1
P0941,P1833,1
P0943,P0948,1
P0943,P0949,1
P0943,P1006,1
P0943,P1017,1
P0943,P1018,1
P0943,P1100,1
P0943,P1113,1
P0943,P1154,1
P0943,P1176,1
P0943,P1187,1
P0943,P1189,1
P0943,P1199,1
P0943,P1214,1
P0943,P1231,1
P0943,P1233,1
P0943,P1251,1
P0943,P1263,1
P0943,P1264,1
P0943,P1266,1
P0943,P1267,1
P0943,P1280,1
P0943,P1281,1
P0943,P1282,1
P0943,P1288,1
P0943,P1302,1
P0943,P1308,1
P0943,P1312,1
P0943,P1313,1
P0943,P1315,1
P0943,P1351,1
P0943,P1354,1
P0943,P1362,1
P0943,P1363,1
P0943,P1409,1
P0943,P1571,1
P0943,P1645,1
P0943,P1699,1
P0943,P1700,1
P0943,P1740,1
P0943,P1794,1
P0943,P1833,1
P0944,P0948,1
P0944,P0949,1
P0944,P0950,1
P0944,P1006,1
P0944,P1100,1
P0944,P1102,1
P0944,P1111,1
P0944,P1112,1
P0944,P1113,1
P0944,P1124,1
P0944,P1154,1
P0944,P1157,1
P0944,P1176,1
P0944,P1187,1
P0944,P1189,1
P0944,P1199,1
P0944,P1201,1
P0944,P1213,1
P0944,P1214,1
P0944,P1223,1
P0944,P1224,1
P0944,P1231,1
P0944,P1233,1
P0944,P1235,1
P0944,P1242,1
P0944,P1251,1
P0944,P1257,1
P0944,P1263,1
P0944,P1264,1
P0944,P1266,1
P0944,P1267,1
P0944,P1271,1
P0944,P1282,1
P0944,P1288,1
P0944,P1308,1
P0944,P1310,1
P0944,P1313,1
P0944,P1315,1
P0944,P1351,1
P0944,P1352,1
P0944,P1354,1
P0944,P1362,1
P0944,P1363,1
P0944,P1409,1
P0944,P1645,1
P0944,P1699,1
P0944,P1700,1
P0944,P1708,1
P0944,P1709,1
P0944,P1740,1
P0944,P1794,1
P0944,P1833,1
P0945,P0948,1
P0945,P0949,1
P0945,P1006,1
P0945,P1100,1
P0945,P1113,1
P0945,P1154,1
P0945,P1176,1
P0945,P1187,1
P0945,P1199,1
P0945,P1201,1
P0945,P1203,1
P0945,P1214,1
P0945,P1223,1
P0945,P1224,1
P0945,P1231,1
P0945,P1233,1
P0945,P1235,1
P0945,P1251,1
P0945,P1253,1
P0945,P1263,1
P0945,P1264,1
P0945,P1266,1
P0945,P1267,1
P0945,P1280,1
P0945,P1281,1
P0945,P1282,1
P0945,P1288,1
P0945,P1302,1
P0945,P1308,1
P0945,P1310,1
P0945,P1313,1
P0945,P1315,1
P0945,P1351,1
P0945,P1362,1
P0945,P1363,1
P0945,P1409,1
P0945,P1571,1
P0945,P1699,1
P0945,P1700,1
P0945,P1740,1
P0945,P1794,1
P0945,P1833,1
P0947,P0950,1
P0947,P1006,1
P0947,P1100,1
P0947,P1112,1
P0947,P1113,1
P0947,P1187,1
P0947,P1199,1
P0947,P1203,1
P0947,P1213,1
P0947,P1224,1
P0947,P1233,1
P0947,P1235,1
P0947,P1242,1
P0947,P1251,1
P0947,P1263,1
P0947,P1266,1
P0947,P1267,1
P0947,P1271,1
P0947,P1288,1
P0947,P1310,1
P0947,P1313,1
P0947,P1315,1
P0947,P1352,1
P0947,P1409,1
P0947,P1571,1
P0947,P1700,1
P0947,P1708,1
P0947,P1709,1
P0947,P1740,1
P0947,P1794,1
P0947,P1833,1
P0948,P0950,1
P0948,P1006,1
P0948,P1017,1
P0948,P1018,1
P0948,P1020,1
P0948,P1100,1
P0948,P1113,1
P0948,P1157,1
P0948,P1176,1
P0948,P1187,1
P0948,P1189,1
P0948,P1199,1
P0948,P1201,1
P0948,P1203,1
P0948,P1213,1
P0948,P1214,1
P0948,P1223,1
P0948,P1231,1
P0948,P1233,1
P0948,P1235,1
P0948,P1242,1
P0948,P1251,1
P0948,P1263,1
P0948,P1264,1
P0948,P1266,1
P0948,P1267,1
P0948,P1271,1
P0948,P1282,1
P0948,P1286,1
P0948,P1308,1
P0948,P1310,1
P0948,P1312,1
P0948,P1313,1
P0948,P1315,1
P0948,P1351,1
P0948,P1352,1
P0948,P1354,1
P0948,P1362,1
P0948,P1363,1
P0948,P1571,1
P0948,P1645,1
P0948,P1685,1
P0948,P1708,1
P0948,P1711,1
P0948,P1740,1
P0948,P1757,1
P0948,P1794,1
P0948,P1833,1
P0949,P1006,1
P0949,P1017,1
P0949,P1018,1
P0949,P1054,1
P0949,P1055,1
P0949,P1100,1
P0949,P1112,1
P0949,P1113,1
P0949,P1124,1
P0949,P1155,1
P0949,P1157,1
P0949,P1176,1
P0949,P1187,1
P0949,P1189,1
P0949,P1199,1
P0949,P1203,1
P0949,P1224,1
P0949,P1233,1
P0949,P1235,1
P0949,P1242,1
P0949,P1251,1
P0949,P1254,1
P0949,P1257,1
P0949,P1263,1
P0949,P1264,1
P0949,P1266,1
P0949,P1267,1
P0949,P1271,1
P0949,P1280,1
P0949,P1282,1
P0949,P1286,1
P0949,P1310,1
P0949,P1312,1
P0949,P1313,1
P0949,P1315,1
P0949,P1351,1
P0949,P1352,1
P0949,P1362,1
P0949,P1363,1
P0949,P1409,1
P0949,P1571,1
P0949,P1699,1
P0949,P1700,1
P0949,P1708,1
P0949,P1709,1
P0949,P1711,1
P0949,P1740,1
P0949,P1757,1
P0949,P1833,1
P0950,P1006,1
P0950,P1017,1
P0950,P1020,1
P0950,P1054,1
P0950,P1055,1
P0950,P1100,1
P0950,P1102,1
P0950,P1112,1
P0950,P1113,1
P0950,P1124,1
P0950,P1176,1
P0950,P1187,1
P0950,P1189,1
P0950,P1199,1
P0950,P1201,1
P0950,P1242,1
P0950,P1251,1
P0950,P1257,1
P0950,P1263,1
P0950,P1264,1
P0950,P1266,1
P0950,P1267,1
P0950,P1271,1
P0950,P1280,1
P0950,P1281,1
P0950,P1282,1
P0950,P1288,1
P0950,P1302,1
P0950,P1312,1
P0950,P1313,1
P0950,P1315,1
P0950,P1351,1
P0950,P1354,1
P0950,P1362,1
P0950,P1409,1
P0950,P1571,1
P0950,P1645,1
P0950,P1700,1
P0950,P1708,1
P0950,P1740,1
P0950,P1757,1
P0950,P1833,1
P0950,P1834,1
P1006,P1054,1
P1006,P1055,1
P1006,P1100,1
P1006,P1102,1
P1006,P1154,1
P1006,P1155,1
P1006,P1157,1
P1006,P1176,1
P1006,P1187,1
P1006,P1199,1
P1006,P1203,1
P1006,P1213,1
P1006,P1214,1
P1006,P1223,1
P1006,P1224,1
P1006,P1231,1
P1006,P1233,1
P1006,P1235,1
P1006,P1242,1
P1006,P1251,1
P1006,P1253,1
P1006,P1254,1
P1006,P1257,1
P1006,P1266,1
P1006,P1267,1
P1006,P1271,1
P1006,P1280,1
P1006,P1286,1
P1006,P1288,1
P1006,P1308,1
P1006,P1310,1
P1006,P1312,1
P1006,P1313,1
P1006,P1315,1
P1006,P1351,1
P1006,P1352,1
P1006,P1354,1
P1006,P1362,1
P1006,P1571,1
P1006,P1685,1
P1006,P1699,1
P1006,P1700,1
P1006,P1708,1
P1006,P1709,1
P1006,P1711,1
P1006,P1740,1
P1006,P1757,1
P1006,P1794,1
P1006,P1833,1
P1017,P1054,1
P1017,P1055,1
P1017,P1100,1
P1017,P1102,1
P1017,P1124,1
P1017,P1154,1
P1017,P1155,1
P1017,P1157,1
P1017,P1187,1
P1017,P1199,1
P1017,P1201,1
P1017,P1203,1
P1017,P1213,1
P1017,P1214,1
P1017,P1223,1
P1017,P1224,1
P1017,P1231,1
P1017,P1233,1
P1017,P1235,1
P1017,P1242,1
P1017,P1264,1
P1017,P1267,1
P1017,P1280,1
P1017,P1281,1
P1017,P1286,1
P1017,P1288,1
P1017,P1302,1
P1017,P1308,1
P1017,P1310,1
P1017,P1312,1
P1017,P1313,1
P1017,P1315,1
P1017,P1316,1
P1017,P1356,1
P1017,P1362,1
P1017,P1409,1
P1017,P1571,1
P1017,P1645,1
P1017,P1685,1
P1017,P1700,1
P1017,P1708,1
P1017,P1709,1
P1017,P1740,1
P1017,P1794,1
P1017,P1833,1
P1017,P1834,1
P1018,P1054,1
P1018,P1056,1
P1018,P1102,1
P1018,P1124,1
P1018,P1154,1
P1018,P1155,1
P1018,P1157,1
P1018,P1176,1
P1018,P1201,1
P1018,P1203,1
P1018,P1213,1
P1018,P1223,1
P1018,P1224,1
P1018,P1242,1
P1018,P1251,1
P1018,P1257,1
P1018,P1264,1
P1018,P1266,1
P1018,P1267,1
P1018,P1280,1
P1018,P1281,1
P1018,P1286,1
P1018,P1302,1
P1018,P1310,1
P1018,P1312,1
P1018,P1313,1
P1018,P1315,1
P1018,P1316,1
P1018,P1351,1
P1018,P1352,1
P1018,P1354,1
P1018,P1362,1
P1018,P1409,1
P1018,P1571,1
P1018,P1645,1
P1018,P1685,1
P1018,P1700,1
P1018,P1708,1
P1018,P1711,1
P1018,P1740,1
P1018,P1757,1
P1018,P1794,1
P1018,P1833,1
P1018,P1834,1
P1020,P1055,1
P1020,P1155,1
P1020,P1157,1
P1020,P1176,1
P1020,P1187,1
P1020,P1214,1
P1020,P1223,1
P1020,P1224,1
P1020,P1231,1
P1020,P1233,1
P1020,P1242,1
P1020,P1310,1
P1020,P1312,1
P1020,P1313,1
P1020,P1315,1
P1020,P1700,1
P1020,P1708,1
P1020,P1709,1
P1020,P1740,1
P1020,P1833,1
P1054,P1100,1
P1054,P1111,1
P1054,P1113,1
P1054,P1124,1
P1054,P1157,1
P1054,P1176,1
P1054,P1187,1
P1054,P1189,1
P1054,P1199,1
P1054,P1203,1
P1054,P1213,1
P1054,P1214,1
P1054,P1223,1
P1054,P1231,1
P1054,P1235,1
P1054,P1242,1
P1054,P1251,1
P1054,P1257,1
P1054,P1263,1
P1054,P1264,1
P1054,P1266,1
P1054,P1267,1
P1054,P1271,1
P1054,P1282,1
P1054,P1302,1
P1054,P1308,1
P1054,P1310,1
P1054,P1312,1
P1054,P1313,1
P1054,P1351,1
P1054,P1352,1
P1054,P1354,1
P1054,P1362,1
P1054,P1363,1
P1054,P1409,1
P1054,P1571,1
P1054,P1645,1
P1054,P1708,1
P1054,P1711,1
P1054,P1740,1
P1054,P1794,1
P1054,P1833,1
P1055,P1102,1
P1055,P1111,1
P1055,P1113,1
P1055,P1124,1
P1055,P1203,1
P1055,P1213,1
P1055,P1214,1
P1055,P1223,1
P1055,P1233,1
P1055,P1242,1
P1055,P1251,1
P1055,P1264,1
P1055,P1266,1
P1055,P1286,1
P1055,P1310,1
P1055,P1312,1
P1055,P1315,1
P1055,P1351,1
P1055,P1352,1
P1055,P1354,1
P1055,P1363,1
P1055,P1708,1
P1055,P1740,1
P1055,P1794,1
P1055,P1833,1
P1056,P1100,1
P1056,P1154,1
P1056,P1176,1
P1056,P1187,1
P1056,P1199,1
P1056,P1213,1
P1056,P1214,1
P1056,P1231,1
P1056,P1242,1
P1056,P1251,1
P1056,P1254,1
P1056,P1257,1
P1056,P1263,1
P1056,P1271,1
P1056,P1280,1
P1056,P1281,1
P1056,P1288,1
P1056,P1308,1
P1056,P1313,1
P1056,P1315,1
P1056,P1351,1
P1056,P1354,1
P1056,P1362,1
P1056,P1571,1
P1056,P1645,1
P1056,P1699,1
P1056,P1700,1
P1056,P1709,1
P1056,P1740,1
P1056,P1794,1
P1056,P1833,1
P1100,P1154,1
P1100,P1157,1
P1100,P1176,1
P1100,P1201,1
P1100,P1203,1
P1100,P1213,1
P1100,P1214,1
P1100,P1223,1
P1100,P1224,1
P1100,P1233,1
P1100,P1242,1
P1100,P1251,1
P1100,P1253,1
P1100,P1254,1
P1100,P1263,1
P1100,P1264,1
P1100,P1266,1
P1100,P1267,1
P1100,P1280,1
P1100,P1286,1
P1100,P1302,1
P1100,P1308,1
P1100,P1310,1
P1100,P1312,1
P1100,P1313,1
P1100,P1315,1
P1100,P1351,1
P1100,P1352,1
P1100,P1354,1
P1100,P1409,1
P1100,P1571,1
P1100,P1645,1
P1100,P1699,1
P1100,P1700,1
P1100,P1708,1
P1100,P1709,1
P1100,P1711,1
P1100,P1740,1
P1100,P1757,1
P1100,P1833,1
P1102,P1154,1
P1102,P1155,1
P1102,P1176,1
P1102,P1187,1
P1102,P1189,1
P1102,P1199,1
P1102,P1201,1
P1102,P1203,1
P1102,P1214,1
P1102,P1224,1
P1102,P1233,1
P1102,P1251,1
P1102,P1263,1
P1102,P1266,1
P1102,P1302,1
P1102,P1310,1
P1102,P1312,1
P1102,P1313,1
P1102,P1409,1
P1102,P1571,1
P1102,P1699,1
P1102,P1700,1
P1102,P1740,1
P1102,P1833,1
P1102,P1834,1
P1111,P1189,1
P1111,P1233,1
P1111,P1242,1
P1111,P1263,1
P1111,P1266,1
P1111,P1267,1
P1111,P1271,1
P1111,P1302,1
P1111,P1312,1
P1111,P1313,1
P1111,P1315,1
P1111,P1409,1
P1111,P1708,1
P1111,P1709,1
P1111,P1740,1
P1111,P1757,1
P1111,P1833,1
P1112,P1176,1
P1112,P1187,1
P1112,P1189,1
P1112,P1199,1
P1112,P1233,1
P1112,P1235,1
P1112,P1251,1
P1112,P1266,1
P1112,P1310,1
P1112,P1312,1
P1112,P1313,1
P1112,P1315,1
P1112,P1685,1
P1112,P1740,1
P1112,P1833,1
P1113,P1154,1
P1113,P1157,1
P1113,P1176,1
P1113,P1187,1
